Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	T cell receptor signaling pathway (GO:0050852)	7/163	7.479713396234818e-05	0.0016116665468868	0	0	7.498533246414603	71.24154719172672	NFKBIA;PSMC5;PLCG2;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	interferon-gamma-mediated signaling pathway (GO:0060333)	5/70	7.695948683147126e-05	0.0016275506289174	0	0	12.698717948717947	120.2851951427296	MT2A;SP100;OAS1;IRF7;GBP1
GO_Biological_Process_2018	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	4/37	8.185825604027188e-05	0.0016996750617816	0	0	19.876784372652143	187.0509045291303	BCL2;PMAIP1;GZMB;DYNLL1
GO_Biological_Process_2018	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	5/72	8.808669296254415e-05	0.0017922370317511	0	0	12.318407960199004	115.0193043027958	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	cellular response to interferon-gamma (GO:0071346)	6/116	8.945491314344504e-05	0.0017922370317511	0	0	9.059587471352176	84.45144346020584	MT2A;SP100;OAS1;CCL4;IRF7;GBP1
GO_Biological_Process_2018	regulation of hematopoietic stem cell differentiation (GO:1902036)	5/76	0.00011401980809945606	0.0022069596754165	0	0	11.62206572769953	105.51834288010468	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	positive regulation of apoptotic signaling pathway (GO:2001235)	5/76	0.00011401980809945606	0.0022069596754165	0	0	11.62206572769953	105.51834288010468	PYCARD;BCL2;PMAIP1;S100A9;S100A8
GO_Biological_Process_2018	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	5/77	0.00012133270457365696	0.0023093658103852	0	0	11.460069444444445	103.33515006490202	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	5/78	0.0001289998507269527	0.0024150463857406	0	0	11.302511415525114	101.22189369386034	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	negative regulation of mitotic cell cycle phase transition (GO:1901991)	5/79	0.0001370327614801513	0.0025240550582311	0	0	11.149211711711713	99.17547730969244	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	NIK/NF-kappaB signaling (GO:0038061)	5/80	0.0001454431285294271	0.0026364452822318	0	0	11.0	97.19297958673124	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	regulation of mitotic cell cycle phase transition (GO:1901990)	7/184	0.00015921665919251	0.0028410222624663	0	0	6.601838552140189	57.7346932575358	PSMC5;ANAPC16;PSME2;DYNLL1;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	positive regulation of supramolecular fiber organization (GO:1902905)	5/84	0.00018309909421440585	0.00321691023989	0	0	10.440928270042194	89.84923128795144	PYCARD;VASP;PLEK;RAC2;ARL2
GO_Biological_Process_2018	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	5/85	0.00019357819573573767	0.0033494893868214	0	0	10.309895833333334	88.14784653536226	NDUFA3;NDUFB3;UQCR10;UQCRH;COX6B1
GO_Biological_Process_2018	positive regulation of tumor necrosis factor production (GO:0032760)	4/47	0.00021066469934393132	0.0035907326365786	0	0	15.24658850663079	129.06607344441736	PYCARD;CD2;CYBA;PF4
GO_Biological_Process_2018	regulation of stem cell differentiation (GO:2000736)	5/88	0.0002277745750339749	0.0037698342708521	0	0	9.93574297188755	83.33260764259813	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	5/88	0.0002277745750339749	0.0037698342708521	0	0	9.93574297188755	83.33260764259813	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	regulation of establishment of planar polarity (GO:0090175)	5/89	0.00024013654673371587	0.0039176562338557	0	0	9.816964285714286	81.81755344132971	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	Arp2/3 complex-mediated actin nucleation (GO:0034314)	3/20	0.0002513709619528748	0.0040128968534511	0	0	28.72420443587271	238.08288863096325	ACTR3;ARPC1B;ARPC5
GO_Biological_Process_2018	positive regulation of response to external stimulus (GO:0032103)	5/90	0.000253002253457514	0.0040128968534511	0	0	9.700980392156865	80.34460769240454	NFKBIA;CCL4;CYBA;S100A9;S100A8
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	7/201	0.00027354704814615174	0.0042793250545603	0	0	6.018128603879084	49.37294930622992	BST2;CCDC85B;BCL2;PHB;S100A9;S100A8;RTN4
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	5/93	0.00029475780702255234	0.0045488299408074	0	0	9.368844696969695	76.16267883430237	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	respiratory electron transport chain (GO:0022904)	5/94	0.0003097752461777316	0.0047168444151329	0	0	9.263108614232207	74.84280089822893	NDUFA3;NDUFB3;UQCR10;UQCRH;COX6B1
GO_Biological_Process_2018	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	6/149	0.000350054568644296	0.0052600304919971	0	0	6.9572780161015455	55.36199370312986	PSMC5;PSME2;DYNLL1;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	negative regulation of viral transcription (GO:0032897)	3/23	0.000385197985079744	0.00556830505014	0	0	24.41188524590164	191.920214725974	JUN;ZFP36;CCL4
GO_Biological_Process_2018	negative regulation of signal transduction in absence of ligand (GO:1901099)	3/23	0.000385197985079744	0.00556830505014	0	0	24.41188524590164	191.920214725974	IFI6;BCL2;PF4
GO_Biological_Process_2018	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	3/23	0.000385197985079744	0.00556830505014	0	0	24.41188524590164	191.920214725974	IFI6;BCL2;PF4
GO_Biological_Process_2018	protein polyubiquitination (GO:0000209)	8/283	0.0004103510002487261	0.0058577605285505	0	0	4.873348873348873	38.00479981607829	MYLIP;PSMC5;RNF213;BCL2;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	response to lipopolysaccharide (GO:0032496)	6/155	0.00043207269043142105	0.0059577489817697	0	0	6.6750888274773	51.71135723831098	PYCARD;ZFP36;JUN;PPBP;CARD16;PF4
GO_Biological_Process_2018	positive regulation of neutrophil chemotaxis (GO:0090023)	3/24	0.0004382232175732551	0.0059577489817697	0	0	23.24824355971897	179.7736027765765	RAC2;PPBP;PF4
GO_Biological_Process_2018	proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	3/24	0.0004382232175732551	0.0059577489817697	0	0	23.24824355971897	179.7736027765765	PSMA7;PSMB10;PSMB9
GO_Biological_Process_2018	actin nucleation (GO:0045010)	3/24	0.0004382232175732551	0.0059577489817697	0	0	23.24824355971897	179.7736027765765	ACTR3;ARPC1B;ARPC5
GO_Biological_Process_2018	B cell receptor signaling pathway (GO:0050853)	5/104	0.0004938620905580766	0.0065069806385025	0	0	8.323232323232324	63.36688384744956	IGKC;PLCG2;BCL2;IGLC2;IGHA1
GO_Biological_Process_2018	regulation of apoptotic signaling pathway (GO:2001233)	3/25	0.0004957156878719137	0.0065069806385025	0	0	22.190387481371086	168.85793118514235	PYCARD;BCL2;TMBIM6
GO_Biological_Process_2018	positive regulation of neutrophil migration (GO:1902624)	3/25	0.0004957156878719137	0.0065069806385025	0	0	22.190387481371086	168.85793118514235	RAC2;PPBP;PF4
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	11/534	0.0005301327999452074	0.0068796779265616	0	0	3.570359934252457	26.929022132219373	BST2;IFITM1;SP100;CCDC85B;BCL2;TMBIM6;PHB;S100A11;IFIT3;RTN4;PF4
GO_Biological_Process_2018	response to reactive oxygen species (GO:0000302)	4/60	0.000541012626583643	0.0069419822422305	0	0	11.69952774498229	88.00464256424333	PLK3;JUN;NCF1;SOD1
GO_Biological_Process_2018	positive regulation of granulocyte chemotaxis (GO:0071624)	3/26	0.0005578258717068643	0.0070781905054359	0	0	21.22451888809693	159.0027128459059	RAC2;PPBP;PF4
GO_Biological_Process_2018	granzyme-mediated apoptotic signaling pathway (GO:0008626)	2/6	0.0005717949105969484	0.007171960314672	0	0	80.77642276422765	603.135753588001	GZMB;GZMH
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	14/815	0.0005777761374341718	0.007171960314672	0	0	3.003407902284307	22.394382633203712	PLK3;JUN;ANP32A;GZMA;PHB;IFIT3;RTN4;SOD1;PYCARD;NFKBIA;BCL2;ARHGEF3;PMAIP1;TMBIM6
GO_Biological_Process_2018	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	3/27	0.000624700971252678	0.007671059238393	0	0	20.339139344262296	150.0669999912595	IFI6;BCL2;PF4
GO_Biological_Process_2018	positive regulation of protein polymerization (GO:0032273)	4/64	0.0006915057311587675	0.008372482319244	0	0	10.917355371900827	79.44165517393216	PYCARD;VASP;RAC2;ARL2
GO_Biological_Process_2018	negative regulation of homeostatic process (GO:0032845)	3/28	0.0006964849565045396	0.008372482319244	0	0	19.524590163934427	141.93331241215836	ZFP36;BCL2;TMBIM6
GO_Biological_Process_2018	positive regulation of canonical Wnt signaling pathway (GO:0090263)	5/113	0.0007209059303848533	0.0085757767968698	0	0	7.626157407407407	55.1752633340068	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	proteasomal protein catabolic process (GO:0010498)	7/237	0.000732503814980695	0.0086239108938964	0	0	5.066875460574797	36.57798680386468	PSMC5;ANAPC16;PSME2;PMAIP1;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	cellular response to cadmium ion (GO:0071276)	3/29	0.0007733186073627941	0.0088312984960831	0	0	18.77269861286255	134.5029956690301	MT2A;JUN;NCF1
GO_Biological_Process_2018	superoxide metabolic process (GO:0006801)	3/29	0.0007733186073627941	0.0088312984960831	0	0	18.77269861286255	134.5029956690301	NCF1;CYBA;SOD1
GO_Biological_Process_2018	regulation of neutrophil chemotaxis (GO:0090022)	3/29	0.0007733186073627941	0.0088312984960831	0	0	18.77269861286255	134.5029956690301	RAC2;PPBP;PF4
GO_Biological_Process_2018	negative regulation of Wnt signaling pathway (GO:0030178)	6/174	0.0007940450997247296	0.0089782129097588	0	0	5.914465786314526	42.21964689560931	PSMC5;RNF213;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	defense response to bacterium (GO:0042742)	7/241	0.0008080714258826219	0.0090472310623328	0	0	4.979248152976966	35.45652952533153	PYCARD;IGKC;ISG15;IGLC2;IGHA1;S100A9;S100A8
GO_Biological_Process_2018	response to interferon-gamma (GO:0034341)	4/68	0.0008694669438706805	0.0096401092223331	0	0	10.232954545454543	72.11807992255137	BST2;IFITM1;SP100;CCL4
GO_Biological_Process_2018	cellular zinc ion homeostasis (GO:0006882)	3/31	0.0009426823162370384	0.0101859255946226	0	0	17.43003512880562	121.43124137090496	MT2A;S100A9;S100A8
GO_Biological_Process_2018	response to cadmium ion (GO:0046686)	3/31	0.0009426823162370384	0.0101859255946226	0	0	17.43003512880562	121.43124137090496	MT2A;JUN;NCF1
GO_Biological_Process_2018	negative regulation of growth (GO:0045926)	5/120	0.0009454536891681232	0.0101859255946226	0	0	7.159420289855072	49.85709785148767	BST2;MT2A;CCDC85B;PHB;RTN4
GO_Biological_Process_2018	regulation of T cell differentiation (GO:0045580)	3/33	0.0011338560678852	0.0119963028781688	0	0	16.266393442622952	110.32081132293622	CD2;PRDM1;SOD1
GO_Biological_Process_2018	positive regulation of inflammatory response (GO:0050729)	4/73	0.0011345014981105	0.0119963028781688	0	0	9.48904060366511	64.35051654080635	NFKBIA;CCL4;S100A9;S100A8
GO_Biological_Process_2018	non-canonical Wnt signaling pathway (GO:0035567)	5/127	0.0012183061423244	0.0127642716929772	0	0	6.746243169398907	45.2692736650055	PSMC5;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	5/128	0.0012615767199064	0.0130974601284832	0	0	6.691056910569106	44.66543429826769	PYCARD;NFKBIA;CARD16;S100A9;S100A8
GO_Biological_Process_2018	protein ubiquitination (GO:0016567)	10/506	0.0013006517323233	0.0133814799848046	0	0	3.3974403927068724	22.57561703736993	MYLIP;PSMC5;RNF213;ANAPC16;BCL2;PSME2;ISG15;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	regulation of mitochondrial membrane potential (GO:0051881)	3/35	0.0013478553585027	0.0136993864397907	0	0	15.248206967213116	100.77906815416895	BCL2;PMAIP1;SOD1
GO_Biological_Process_2018	negative regulation of alcohol biosynthetic process (GO:1902931)	2/9	0.0013555434918531	0.0136993864397907	0	0	46.15098722415796	304.76048109474726	PLEK;SOD1
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	8/341	0.0013747466512006	0.013741388910586	0	0	4.012628012628013	26.441155384178973	MYLIP;PSMC5;RNF213;ANAPC16;PSME2;PSMB10;PSMA7;PSMB9
GO_Biological_Process_2018	positive regulation of cytoskeleton organization (GO:0051495)	4/77	0.0013837650829399	0.013741388910586	0	0	8.967281784218272	59.031142279468106	PYCARD;VASP;PLEK;RAC2
GO_Biological_Process_2018	regulation of cysteine-type endopeptidase activity (GO:2000116)	3/36	0.0014637189770865	0.0144100609640758	0	0	14.785394932935915	96.50094360946784	PYCARD;IFI16;PSMB9
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	5/133	0.0014951802729969	0.014593981809936	0	0	6.428059895833333	41.81779826169966	ACTR3;IGKC;ARPC1B;PLCG2;ARPC5
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway (GO:0038094)	5/134	0.0015454773112586	0.0149570770293	0	0	6.377906976744186	41.28050847261122	ACTR3;IGKC;ARPC1B;PLCG2;ARPC5
GO_Biological_Process_2018	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	5/135	0.0015970087932763	0.0153259163186684	0	0	6.328525641025641	40.75331866423914	ACTR3;IGKC;ARPC1B;PLCG2;ARPC5
GO_Biological_Process_2018	protein catabolic process (GO:0030163)	4/81	0.0016689354279178	0.0156677479533603	0	0	8.499731673285392	54.360623153046426	PMAIP1;PSMB10;PSMA7;PSMB9
